"command_id","command_code","universe_key","command","card_count"
"632a4e21-056b-515e-b2e4-65a2568ffc3e","RCIA-CMD-0206","visuels","/digitaltwin","1"
"eb665b54-33bd-5d60-9cff-cbd41ca6007e","RCIA-CMD-0207","visuels","/explodeview","11"
"47b28c43-f75e-5252-89ff-e5d1bb0ab290","RCIA-CMD-0208","visuels","/pointcloud","1"
"5dd77de2-8371-5bb0-b6e5-1bb95bf0b36f","RCIA-CMD-0209","visuels","/reversecad","1"
"83f69a68-7ab9-56cf-864e-8a3db7142a41","RCIA-CMD-0210","visuels","/xray","11"
"33900d03-0cda-5c55-a4e3-b4cefc8668ae","RCIA-CMD-0211","visuels","/comparisonvisual","3"
"3657eaf2-c1b3-5ebe-b88f-5ae59c70fd53","RCIA-CMD-0212","visuels","/energypath","1"
"e306cc7a-6401-503b-a67a-bd640b701251","RCIA-CMD-0213","visuels","/lightsetup","1"
"ab8565fc-4991-5b0a-9339-28589a673d95","RCIA-CMD-0214","visuels","/servicepoints","1"
"9551ddb6-177a-5147-aaaa-2281cf79738a","RCIA-CMD-0215","visuels","/thermalmap","1"
"8171218d-f9d9-5593-88ab-3f0c9cea5f2d","RCIA-CMD-0216","visuels","/isometric","1"
"690ec9bd-55bc-5b5d-8431-27dcfe7b32bd","RCIA-CMD-0217","visuels","/luxmockup","1"
"c735c3c8-7246-5b79-90df-55fec20a7697","RCIA-CMD-0218","redaction","/prompt","1"
"e258969c-eb38-5876-bfc8-a64edf8001bb","RCIA-CMD-0219","redaction","/reecrire","1"
"e7910026-34ff-5ad6-88b4-051e9b929aad","RCIA-CMD-0220","redaction","/traduire","1"
"201fbd10-47ed-52e8-b6c8-b5018155fd1c","RCIA-CMD-0221","redaction","/article","1"
"3a1ff1da-9edd-5647-a25a-8162e65c2d7a","RCIA-CMD-0222","redaction","/contenus","1"
"35046839-69b1-5500-8ad7-942b2e492131","RCIA-CMD-0223","redaction","/message","1"
"e1a68bd4-1f3c-50c7-8013-1baaf2c6bf47","RCIA-CMD-0224","redaction","/publication","1"
"353f748e-dee4-55d9-a0a8-629327f881a6","RCIA-CMD-0225","redaction","/script","1"
