"card_id","tag_key"
"214613b7-b306-5a12-ab37-898efae5e15a","portrait"
"214613b7-b306-5a12-ab37-898efae5e15a","mode"
"214613b7-b306-5a12-ab37-898efae5e15a","photo"
"1e8ea01d-bcb4-5526-8a8f-d2ceb159ee28","portrait"
"1e8ea01d-bcb4-5526-8a8f-d2ceb159ee28","mode"
"1e8ea01d-bcb4-5526-8a8f-d2ceb159ee28","photo"
"cdc8fce2-dddc-53e5-b1b9-1a217e7e0590","portrait"
"cdc8fce2-dddc-53e5-b1b9-1a217e7e0590","mode"
"cdc8fce2-dddc-53e5-b1b9-1a217e7e0590","photo"
"e7a2184e-9262-5596-a6e9-d67263ab90a5","portrait"
"e7a2184e-9262-5596-a6e9-d67263ab90a5","mode"
"e7a2184e-9262-5596-a6e9-d67263ab90a5","photo"
"0247b454-bbb2-5d6a-9065-2a8ce615e70c","portrait"
"0247b454-bbb2-5d6a-9065-2a8ce615e70c","mode"
"0247b454-bbb2-5d6a-9065-2a8ce615e70c","photo"
"10197034-4987-5a0f-9c6e-b53dbbf6e3b4","portrait"
"10197034-4987-5a0f-9c6e-b53dbbf6e3b4","mode"
"10197034-4987-5a0f-9c6e-b53dbbf6e3b4","photo"
"daa4b187-7efd-5f4b-bebd-26f2d4eca70d","portrait"
"daa4b187-7efd-5f4b-bebd-26f2d4eca70d","mode"
"daa4b187-7efd-5f4b-bebd-26f2d4eca70d","photo"
"7ff5303c-e5df-5e64-b8b9-387e8443570b","portrait"
"7ff5303c-e5df-5e64-b8b9-387e8443570b","mode"
"7ff5303c-e5df-5e64-b8b9-387e8443570b","photo"
"c950540c-f35b-55d0-842a-bfe4a163bbe1","portrait"
